account_number,name,type,parent_account_number,hierarchy_level,is_detail_account,is_standard,chart_version
1249,Ackumulerade avskrivningar på bilar och andra transportmedel,asset,124,4,1,1,2024
125,Datorer,asset,12,3,0,1,2024
1250,Datorer,asset,125,4,1,1,2024
1251,"Datorer, företaget",asset,125,4,1,1,2024
1257,"Datorer, personal",asset,125,4,1,1,2024
1258,Ackumulerade nedskrivningar på datorer,asset,125,4,1,1,2024
1259,Ackumulerade avskrivningar på datorer,asset,125,4,1,1,2024
126,Leasade tillgångar,asset,12,3,0,1,2024
1260,Leasade tillgångar,asset,126,4,1,1,2024
1269,Ackumulerade avskrivningar på leasade tillgångar,asset,126,4,1,1,2024
128,Pågående nyanläggningar och förskott för maskiner och inventarier,asset,12,3,0,1,2024
1280,Pågående nyanläggningar och förskott för maskiner och inventarier,asset,128,4,1,1,2024
1281,"Pågående nyanläggningar, maskiner och inventarier",asset,128,4,1,1,2024
1288,Förskott för maskiner och inventarier,asset,128,4,1,1,2024
129,Övriga materiella anläggningstillgångar,asset,12,3,0,1,2024
1290,Övriga materiella anläggningstillgångar,asset,129,4,1,1,2024
1291,Konst och liknande tillgångar,asset,129,4,1,1,2024
1292,Djur som klassificeras som anläggningstillgång,asset,129,4,1,1,2024
1298,Ackumulerade nedskrivningar på övriga materiella anläggningstillgångar,asset,129,4,1,1,2024
1299,Ackumulerade avskrivningar på övriga materiella anläggningstillgångar,asset,129,4,1,1,2024
13,Finansiella anläggningstillgångar,asset,1,2,0,1,2024
131,Andelar i koncernföretag,asset,13,3,0,1,2024
1310,Andelar i koncernföretag,asset,131,4,1,1,2024
1311,Aktier i noterade svenska koncernföretag,asset,131,4,1,1,2024
1312,Aktier i onoterade svenska koncernföretag,asset,131,4,1,1,2024
1313,Aktier i noterade utländska koncernföretag,asset,131,4,1,1,2024
1314,Aktier i onoterade utländska koncernföretag,asset,131,4,1,1,2024
1316,Andra andelar i svenska koncernföretag,asset,131,4,1,1,2024
1317,Andra andelar i utländska koncernförertag,asset,131,4,1,1,2024
1318,Ackumulerade nedskrivningar av andelar i koncernföretag,asset,131,4,1,1,2024
132,Långfristiga fordringar hos koncernföretag,asset,13,3,0,1,2024
1320,Långfristiga fordringar hos koncernföretag,asset,132,4,1,1,2024
1321,Långfristiga fordringar hos moderföretag,asset,132,4,1,1,2024
1322,Långfristiga fordringar hos dotterföretag,asset,132,4,1,1,2024
1323,Långfristiga fordringar hos andra koncernföretag,asset,132,4,1,1,2024
1328,Ackumulerade nedskrivningar av långfristiga fordringar hos koncernföretag,asset,132,4,1,1,2024
133,"Andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,13,3,0,1,2024
1330,"Andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,133,4,1,1,2024
1331,Andelar i intresseföretag,asset,133,4,1,1,2024
1332,Ackumulerade nedskrivningar av andelar i intresseföretag,asset,133,4,1,1,2024
1333,Andelar i gemensamt styrda företag,asset,133,4,1,1,2024
1334,Ackumulerade nedskrivningar av andelar i gemensamt styrda företag,asset,133,4,1,1,2024
1336,Andelar i övriga företag som det finns ett ägarintresse i,asset,133,4,1,1,2024
1337,Ackumulerade nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i,asset,133,4,1,1,2024
1338,"Ackumulerade nedskrivningar av andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,133,4,1,1,2024
134,"Långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,13,3,0,1,2024
1340,"Långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,134,4,1,1,2024
1341,Långfristiga fordringar hos intresseföretag,asset,134,4,1,1,2024
1342,Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag,asset,134,4,1,1,2024
1343,Långfristiga fordringar hos gemensamt styrda företag,asset,134,4,1,1,2024
1344,Ackumulerade nedskrivningar av långfristiga fordringar hos gemensamt styrda företag,asset,134,4,1,1,2024
1346,Långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset,134,4,1,1,2024
1347,Ackumulerade nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset,134,4,1,1,2024
1348,"Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,134,4,1,1,2024
135,Andelar och värdepapper i andra företag,asset,13,3,0,1,2024
1350,Andelar och värdepapper i andra företag,asset,135,4,1,1,2024
1351,Andelar i noterade företag,asset,135,4,1,1,2024
1352,Andra andelar,asset,135,4,1,1,2024
1353,Andelar i bostadsrättsföreningar,asset,135,4,1,1,2024
1354,Obligationer,asset,135,4,1,1,2024
1356,"Andelar i ekonomiska föreningar, övriga företag",asset,135,4,1,1,2024
1357,"Andelar i handelsbolag, andra företag",asset,135,4,1,1,2024
1358,Ackumulerade nedskrivningar av andra andelar och värdepapper,asset,135,4,1,1,2024
136,"Lån till delägare eller närstående enligt ABL, långfristig del",asset,13,3,0,1,2024
1360,"Lån till delägare eller närstående enligt ABL, långfristig del",asset,136,4,1,1,2024
1369,"Ackumulerade nedskrivningar av lån till delägare eller närstående enligt ABL, långfristig del",asset,136,4,1,1,2024
137,Uppskjuten skattefordran,asset,13,3,0,1,2024
1370,Uppskjuten skattefordran,asset,137,4,1,1,2024
138,Andra långfristiga fordringar,asset,13,3,0,1,2024
1380,Andra långfristiga fordringar,asset,138,4,1,1,2024
1381,Långfristiga reversfordringar,asset,138,4,1,1,2024
1382,Långfristiga fordringar hos anställda,asset,138,4,1,1,2024
1383,"Lämnade depositioner, långfristiga",asset,138,4,1,1,2024
1384,Derivat,asset,138,4,1,1,2024
1385,Kapitalförsäkring,asset,138,4,1,1,2024
1387,Långfristiga kontraktsfordringar,asset,138,4,1,1,2024
1388,Långfristiga kundfordringar,asset,138,4,1,1,2024
1389,Ackumulerade nedskrivningar av andra långfristiga fordringar,asset,138,4,1,1,2024
14,"Lager, produkter i arbete och pågående arbeten",asset,1,2,0,1,2024
141,Lager av råvaror,asset,14,3,0,1,2024
1410,Lager av råvaror,asset,141,4,1,1,2024
1419,Förändring av lager av råvaror,asset,141,4,1,1,2024
142,Lager av tillsatsmaterial och förnödenheter,asset,14,3,0,1,2024
1420,Lager av tillsatsmaterial och förnödenheter,asset,142,4,1,1,2024
1429,Förändring av lager av tillsatsmaterial och förnödenheter,asset,142,4,1,1,2024
144,Produkter i arbete,asset,14,3,0,1,2024
1440,Produkter i arbete,asset,144,4,1,1,2024
1449,Förändring av produkter i arbete,asset,144,4,1,1,2024
145,Lager av färdiga varor,asset,14,3,0,1,2024
1450,Lager av färdiga varor,asset,145,4,1,1,2024
1459,Förändring av lager av färdiga varor,asset,145,4,1,1,2024
146,Lager av handelsvaror,asset,14,3,0,1,2024
1460,Lager av handelsvaror,asset,146,4,1,1,2024
1465,Lager av varor VMB,asset,146,4,1,1,2024
1466,Nedskrivning av varor VMB,asset,146,4,1,1,2024
1467,Lager av varor VMB förenklad,asset,146,4,1,1,2024
1469,Förändring av lager av handelsvaror,asset,146,4,1,1,2024
147,Pågående arbeten,asset,14,3,0,1,2024
1470,Pågående arbeten,asset,147,4,1,1,2024
1471,"Pågående arbeten, nedlagda kostnader",asset,147,4,1,1,2024
1478,"Pågående arbeten, fakturering",asset,147,4,1,1,2024
1479,Förändring av pågående arbeten,asset,147,4,1,1,2024
148,Förskott för varor och tjänster,asset,14,3,0,1,2024
1480,Förskott för varor och tjänster,asset,148,4,1,1,2024
1481,Remburser,asset,148,4,1,1,2024
1489,Övriga förskott till leverantörer,asset,148,4,1,1,2024
149,Övriga lagertillgångar,asset,14,3,0,1,2024
1490,Övriga lagertillgångar,asset,149,4,1,1,2024
1491,Lager av värdepapper,asset,149,4,1,1,2024
1492,Lager av fastigheter,asset,149,4,1,1,2024
1493,Djur som klassificeras som omsättningstillgång,asset,149,4,1,1,2024
15,Kundfordringar,asset,1,2,0,1,2024
151,Kundfordringar,asset,15,3,0,1,2024
1510,Kundfordringar,asset,151,4,1,1,2024
1511,Kundfordringar,asset,151,4,1,1,2024
1512,Belånade kundfordringar (factoring),asset,151,4,1,1,2024
1513,Kundfordringar – delad faktura,asset,151,4,1,1,2024
1516,Tvistiga kundfordringar,asset,151,4,1,1,2024
1518,Ej reskontraförda kundfordringar,asset,151,4,1,1,2024
1519,Nedskrivning av kundfordringar,asset,151,4,1,1,2024
152,Växelfordringar,asset,15,3,0,1,2024
1520,Växelfordringar,asset,152,4,1,1,2024
1525,Osäkra växelfordringar,asset,152,4,1,1,2024
1529,Nedskrivning av växelfordringar,asset,152,4,1,1,2024
153,Kontraktsfordringar,asset,15,3,0,1,2024
1530,Kontraktsfordringar,asset,153,4,1,1,2024
1531,Kontraktsfordringar,asset,153,4,1,1,2024
1532,Belånade kontraktsfordringar,asset,153,4,1,1,2024
1536,Tvistiga kontraktsfordringar,asset,153,4,1,1,2024
1539,Nedskrivning av kontraktsfordringar,asset,153,4,1,1,2024
155,Konsignationsfordringar,asset,15,3,0,1,2024
1550,Konsignationsfordringar,asset,155,4,1,1,2024
156,Kundfordringar hos koncernföretag,asset,15,3,0,1,2024
1560,Kundfordringar hos koncernföretag,asset,156,4,1,1,2024
1561,Kundfordringar hos moderföretag,asset,156,4,1,1,2024
1562,Kundfordringar hos dotterföretag,asset,156,4,1,1,2024
1563,Kundfordringar hos andra koncernföretag,asset,156,4,1,1,2024
1568,Ej reskontraförda kundfordringar hos koncernföretag,asset,156,4,1,1,2024
1569,Nedskrivning av kundfordringar hos koncernföretag,asset,156,4,1,1,2024
157,"Kundfordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,15,3,0,1,2024
1570,"Kundfordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,157,4,1,1,2024
1571,Kundfordringar hos intresseföretag,asset,157,4,1,1,2024
1572,Kundfordringar hos gemensamt styrda företag,asset,157,4,1,1,2024
1573,Kundfordringar hos övriga företag som det finns ett ägarintresse i,asset,157,4,1,1,2024
158,Fordringar för kontokort och kuponger,asset,15,3,0,1,2024
1580,Fordringar för kontokort och kuponger,asset,158,4,1,1,2024
16,Övriga kortfristiga fordringar,asset,1,2,0,1,2024
161,Kortfristiga fordringar hos anställda,asset,16,3,0,1,2024
1610,Kortfristiga fordringar hos anställda,asset,161,4,1,1,2024
1611,Reseförskott,asset,161,4,1,1,2024
1612,Kassaförskott,asset,161,4,1,1,2024
1613,Övriga förskott,asset,161,4,1,1,2024
1614,Tillfälliga lån till anställda,asset,161,4,1,1,2024
1619,Övriga fordringar hos anställda,asset,161,4,1,1,2024
162,Upparbetad men ej fakturerad intäkt,asset,16,3,0,1,2024
1620,Upparbetad men ej fakturerad intäkt,asset,162,4,1,1,2024
163,Avräkning för skatter och avgifter (skattekonto),asset,16,3,0,1,2024
1630,Avräkning för skatter och avgifter (skattekonto),asset,163,4,1,1,2024
164,Skattefordringar,asset,16,3,0,1,2024
1640,Skattefordringar,asset,164,4,1,1,2024
165,Momsfordran,asset,16,3,0,1,2024
1650,Momsfordran,asset,165,4,1,1,2024
166,Kortfristiga fordringar hos koncernföretag,asset,16,3,0,1,2024
1660,Kortfristiga fordringar hos koncernföretag,asset,166,4,1,1,2024
1661,Kortfristiga fordringar hos moderföretag,asset,166,4,1,1,2024
1662,Kortfristiga fordringar hos dotterföretag,asset,166,4,1,1,2024
1663,Kortfristiga fordringar hos andra koncernföretag,asset,166,4,1,1,2024
167,"Kortfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,16,3,0,1,2024
1670,"Kortfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,167,4,1,1,2024
1671,Kortfristiga fordringar hos intresseföretag,asset,167,4,1,1,2024
1672,Kortfristiga fordringar hos gemensamt styrda företag,asset,167,4,1,1,2024
1673,Kortfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset,167,4,1,1,2024
168,Andra kortfristiga fordringar,asset,16,3,0,1,2024
1680,Andra kortfristiga fordringar,asset,168,4,1,1,2024
1681,Utlägg för kunder,asset,168,4,1,1,2024
1682,Kortfristiga lånefordringar,asset,168,4,1,1,2024
1683,Derivat,asset,168,4,1,1,2024
1684,Kortfristiga fordringar hos leverantörer,asset,168,4,1,1,2024
1685,Kortfristiga fordringar hos delägare eller närstående,asset,168,4,1,1,2024
1687,Kortfristig del av långfristiga fordringar,asset,168,4,1,1,2024
1688,Fordran arbetsmarknadsförsäkringar,asset,168,4,1,1,2024
1689,Övriga kortfristiga fordringar,asset,168,4,1,1,2024
169,Fordringar för tecknat men ej inbetalt aktiekapital,asset,16,3,0,1,2024
1690,Fordringar för tecknat men ej inbetalt aktiekapital,asset,169,4,1,1,2024
17,Förutbetalda kostnader och upplupna intäkter,asset,1,2,0,1,2024
171,Förutbetalda hyreskostnader,asset,17,3,0,1,2024
1710,Förutbetalda hyreskostnader,asset,171,4,1,1,2024
172,Förutbetalda leasingavgifter,asset,17,3,0,1,2024
1720,Förutbetalda leasingavgifter,asset,172,4,1,1,2024
173,Förutbetalda försäkringspremier,asset,17,3,0,1,2024
1730,Förutbetalda försäkringspremier,asset,173,4,1,1,2024
174,Förutbetalda räntekostnader,asset,17,3,0,1,2024
1740,Förutbetalda räntekostnader,asset,174,4,1,1,2024
175,Upplupna hyresintäkter,asset,17,3,0,1,2024
1750,Upplupna hyresintäkter,asset,175,4,1,1,2024
176,Upplupna ränteintäkter,asset,17,3,0,1,2024
1760,Upplupna ränteintäkter,asset,176,4,1,1,2024
177,Tillgångar av kostnadsnatur,asset,17,3,0,1,2024
1770,Tillgångar av kostnadsnatur,asset,177,4,1,1,2024
178,Upplupna avtalsintäkter,asset,17,3,0,1,2024
1780,Upplupna avtalsintäkter,asset,178,4,1,1,2024
179,Övriga förutbetalda kostnader och upplupna intäkter,asset,17,3,0,1,2024
1790,Övriga förutbetalda kostnader och upplupna intäkter,asset,179,4,1,1,2024
18,Kortfristiga placeringar,asset,1,2,0,1,2024
181,Andelar i börsnoterade företag,asset,18,3,0,1,2024
1810,Andelar i börsnoterade företag,asset,181,4,1,1,2024
182,Obligationer,asset,18,3,0,1,2024
1820,Obligationer,asset,182,4,1,1,2024
183,Konvertibla skuldebrev,asset,18,3,0,1,2024
1830,Konvertibla skuldebrev,asset,183,4,1,1,2024
186,"Andelar i koncernföretag, kortfristigt",asset,18,3,0,1,2024
1860,"Andelar i koncernföretag, kortfristigt",asset,186,4,1,1,2024
188,Andra kortfristiga placeringar,asset,18,3,0,1,2024
1880,Andra kortfristiga placeringar,asset,188,4,1,1,2024
1886,Derivat,asset,188,4,1,1,2024
1889,Andelar i övriga företag,asset,188,4,1,1,2024
189,Nedskrivning av kortfristiga placeringar,asset,18,3,0,1,2024
1890,Nedskrivning av kortfristiga placeringar,asset,189,4,1,1,2024
19,Kassa och bank,asset,1,2,0,1,2024
191,Kassa,asset,19,3,0,1,2024
1910,Kassa,asset,191,4,1,1,2024
1911,Huvudkassa,asset,191,4,1,1,2024
1912,Kassa 2,asset,191,4,1,1,2024
1913,Kassa 3,asset,191,4,1,1,2024
192,PlusGiro,asset,19,3,0,1,2024
1920,PlusGiro,asset,192,4,1,1,2024
193,Företagskonto/checkkonto/affärskonto,asset,19,3,0,1,2024
1930,Företagskonto/checkkonto/affärskonto,asset,193,4,1,1,2024
194,Övriga bankkonton,asset,19,3,0,1,2024
1940,Övriga bankkonton,asset,194,4,1,1,2024
195,Bankcertifikat,asset,19,3,0,1,2024
1950,Bankcertifikat,asset,195,4,1,1,2024
196,Koncernkonto moderföretag,asset,19,3,0,1,2024
1960,Koncernkonto moderföretag,asset,196,4,1,1,2024
197,Särskilda bankkonton,asset,19,3,0,1,2024
1970,Särskilda bankkonton,asset,197,4,1,1,2024
1972,Upphovsmannakonto,asset,197,4,1,1,2024
1973,Skogskonto,asset,197,4,1,1,2024
1974,Spärrade bankmedel,asset,197,4,1,1,2024
1979,Övriga särskilda bankkonton,asset,197,4,1,1,2024
198,Valutakonton,asset,19,3,0,1,2024
1980,Valutakonton,asset,198,4,1,1,2024
199,Redovisningsmedel,asset,19,3,0,1,2024
1990,Redovisningsmedel,asset,199,4,1,1,2024
2,Eget kapital och skulder,liability,,1,0,1,2024
20,Eget kapital,liability,2,2,0,1,2024
201,"Eget kapital, delägare 1",liability,20,3,0,1,2024
2010,Eget kapital,liability,201,4,1,1,2024
2011,Egna varuuttag,liability,201,4,1,1,2024
2013,Övriga egna uttag,liability,201,4,1,1,2024
2017,Årets kapitaltillskott,liability,201,4,1,1,2024
2018,Övriga egna insättningar,liability,201,4,1,1,2024
2019,"Årets resultat, delägare 1",liability,201,4,1,1,2024
202,"Eget kapital, delägare 2",liability,20,3,0,1,2024
2020,Eget kapital,liability,202,4,1,1,2024
2021,Egna varuuttag,liability,202,4,1,1,2024
2023,Övriga egna uttag,liability,202,4,1,1,2024
2027,Årets kapitaltillskott,liability,202,4,1,1,2024
2028,Övriga egna insättningar,liability,202,4,1,1,2024
2029,"Årets resultat, delägare 2",liability,202,4,1,1,2024
203,"Eget kapital, delägare 3",liability,20,3,0,1,2024
2030,Eget kapital,liability,203,4,1,1,2024
2031,Egna varuuttag,liability,203,4,1,1,2024
2033,Övriga egna uttag,liability,203,4,1,1,2024
2037,Årets kapitaltillskott,liability,203,4,1,1,2024
2038,Övriga egna insättningar,liability,203,4,1,1,2024
2039,"Årets resultat, delägare 3",liability,203,4,1,1,2024
204,"Eget kapital, delägare 4",liability,20,3,0,1,2024
2040,Eget kapital,liability,204,4,1,1,2024
2041,Egna varuuttag,liability,204,4,1,1,2024
2043,Övriga egna uttag,liability,204,4,1,1,2024
2047,Årets kapitaltillskott,liability,204,4,1,1,2024
2048,Övriga egna insättningar,liability,204,4,1,1,2024
2049,"Årets resultat, delägare 4",liability,204,4,1,1,2024
205,Avsättning till expansionsfond,liability,20,3,0,1,2024
2050,Avsättning till expansionsfond,liability,205,4,1,1,2024
206,"Eget kapital i ideella föreningar, stiftelser och registrerade trossamfund",liability,20,3,0,1,2024
2060,"Eget kapital i ideella föreningar, stiftelser och registrerade trossamfund",liability,206,4,1,1,2024
2061,Eget kapital/stiftelsekapital/grundkapital,liability,206,4,1,1,2024
2065,Förändring i fond för verkligt värde,liability,206,4,1,1,2024
2066,Värdesäkringsfond,liability,206,4,1,1,2024
2067,Balanserad vinst eller förlust/balanserat kapital,liability,206,4,1,1,2024
2068,Vinst eller förlust från föregående år,liability,206,4,1,1,2024
2069,Årets resultat,liability,206,4,1,1,2024
207,Ändamålsbestämda medel,liability,20,3,0,1,2024
2070,Ändamålsbestämda medel,liability,207,4,1,1,2024
2071,Ändamål 1,liability,207,4,1,1,2024
2072,Ändamål 2,liability,207,4,1,1,2024
208,Bundet eget kapital,liability,20,3,0,1,2024
2080,Bundet eget kapital,liability,208,4,1,1,2024
2081,Aktiekapital,liability,208,4,1,1,2024
2082,Ej registrerat aktiekapital,liability,208,4,1,1,2024
2083,Medlemsinsatser,liability,208,4,1,1,2024
2084,Förlagsinsatser,liability,208,4,1,1,2024
2085,Uppskrivningsfond,liability,208,4,1,1,2024
2086,Reservfond,liability,208,4,1,1,2024
2087,Bunden överkursfond,liability,208,4,1,1,2024
2088,Fond för yttre underhåll,liability,208,4,1,1,2024
2089,Fond för utvecklingsutgifter,liability,208,4,1,1,2024
209,Fritt eget kapital,liability,20,3,0,1,2024
2090,Fritt eget kapital,liability,209,4,1,1,2024
2091,Balanserad vinst eller förlust,liability,209,4,1,1,2024
2092,Mottagna/lämnade koncernbidrag,liability,209,4,1,1,2024
2093,Erhållna aktieägartillskott,liability,209,4,1,1,2024
2094,Egna aktier,liability,209,4,1,1,2024
2095,Fusionsresultat,liability,209,4,1,1,2024
2096,Fond för verkligt värde,liability,209,4,1,1,2024
2097,Fri överkursfond,liability,209,4,1,1,2024
2098,Vinst eller förlust från föregående år,liability,209,4,1,1,2024
2099,Årets resultat,liability,209,4,1,1,2024
21,Obeskattade reserver,liability,2,2,0,1,2024
211,Periodiseringsfonder,liability,21,3,0,1,2024
2110,Periodiseringsfonder,liability,211,4,1,1,2024
212,Periodiseringsfond 2020,liability,21,3,0,1,2024
2120,Periodiseringsfond 2020,liability,212,4,1,1,2024
2121,Periodiseringsfond 2021,liability,212,4,1,1,2024
2122,Periodiseringsfond 2022,liability,212,4,1,1,2024
2123,Periodiseringsfond 2023,liability,212,4,1,1,2024
2124,Periodiseringsfond 2024,liability,212,4,1,1,2024
2125,Periodiseringsfond 2025,liability,212,4,1,1,2024
2127,Periodiseringsfond 2017,liability,212,4,1,1,2024
2128,Periodiseringsfond 2018,liability,212,4,1,1,2024
2129,Periodiseringsfond 2019,liability,212,4,1,1,2024
213,Periodiseringsfond 2020 – nr 2,liability,21,3,0,1,2024
2130,Periodiseringsfond 2020 – nr 2,liability,213,4,1,1,2024
2131,Periodiseringsfond 2021 – nr 2,liability,213,4,1,1,2024
2132,Periodiseringsfond 2022 – nr 2,liability,213,4,1,1,2024
2133,Periodiseringsfond 2023 – nr 2,liability,213,4,1,1,2024
2134,Periodiseringsfond 2024 – nr 2,liability,213,4,1,1,2024
2135,Periodiseringsfond 2025 - nr 2,liability,213,4,1,1,2024
2137,Periodiseringsfond 2017 – nr 2,liability,213,4,1,1,2024
2138,Periodiseringsfond 2018 – nr 2,liability,213,4,1,1,2024
2139,Periodiseringsfond 2019 – nr 2,liability,213,4,1,1,2024
215,Ackumulerade överavskrivningar,liability,21,3,0,1,2024
2150,Ackumulerade överavskrivningar,liability,215,4,1,1,2024
2151,Ackumulerade överavskrivningar på immateriella anläggningstillgångar,liability,215,4,1,1,2024
2152,Ackumulerade överavskrivningar på byggnader och markanläggningar,liability,215,4,1,1,2024
2153,Ackumulerade överavskrivningar på maskiner och inventarier,liability,215,4,1,1,2024
216,Ersättningsfond,liability,21,3,0,1,2024
