account_number,name,type,parent_account_number,hierarchy_level,is_detail_account,is_standard,chart_version
1328,Ackumulerade nedskrivningar av långfristiga fordringar hos koncernföretag,asset,132,4,1,1,2025
133,"Andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,13,3,0,1,2025
1330,"Andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,133,4,1,1,2025
1331,Andelar i intresseföretag,asset,133,4,1,1,2025
1332,Ackumulerade nedskrivningar av andelar i intresseföretag,asset,133,4,1,1,2025
1333,Andelar i gemensamt styrda företag,asset,133,4,1,1,2025
1334,Ackumulerade nedskrivningar av andelar i gemensamt styrda företag,asset,133,4,1,1,2025
1336,Andelar i övriga företag som det finns ett ägarintresse i,asset,133,4,1,1,2025
1337,Ackumulerade nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i,asset,133,4,1,1,2025
1338,"Ackumulerade nedskrivningar av andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,133,4,1,1,2025
134,"Långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,13,3,0,1,2025
1340,"Långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,134,4,1,1,2025
1341,Långfristiga fordringar hos intresseföretag,asset,134,4,1,1,2025
1342,Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag,asset,134,4,1,1,2025
1343,Långfristiga fordringar hos gemensamt styrda företag,asset,134,4,1,1,2025
1344,Ackumulerade nedskrivningar av långfristiga fordringar hos gemensamt styrda företag,asset,134,4,1,1,2025
1346,Långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset,134,4,1,1,2025
1347,Ackumulerade nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset,134,4,1,1,2025
1348,"Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,134,4,1,1,2025
135,Andelar och värdepapper i andra företag,asset,13,3,0,1,2025
1350,Andelar och värdepapper i andra företag,asset,135,4,1,1,2025
1351,Andelar i noterade företag,asset,135,4,1,1,2025
1352,Andra andelar,asset,135,4,1,1,2025
1353,Andelar i bostadsrättsföreningar,asset,135,4,1,1,2025
1354,Obligationer,asset,135,4,1,1,2025
1356,"Andelar i ekonomiska föreningar, övriga företag",asset,135,4,1,1,2025
1357,"Andelar i handelsbolag, andra företag",asset,135,4,1,1,2025
1358,Ackumulerade nedskrivningar av andra andelar och värdepapper,asset,135,4,1,1,2025
136,"Lån till delägare eller närstående, långfristig del",asset,13,3,0,1,2025
1360,"Lån till delägare eller närstående, långfristig del",asset,136,4,1,1,2025
1369,"Ackumulerade nedskrivningar av lån till delägare eller närstående, långfristig del",asset,136,4,1,1,2025
137,Uppskjuten skattefordran,asset,13,3,0,1,2025
1370,Uppskjuten skattefordran,asset,137,4,1,1,2025
138,Andra långfristiga fordringar,asset,13,3,0,1,2025
1380,Andra långfristiga fordringar,asset,138,4,1,1,2025
1381,Långfristiga reversfordringar,asset,138,4,1,1,2025
1382,Långfristiga fordringar hos anställda,asset,138,4,1,1,2025
1383,"Lämnade depositioner, långfristiga",asset,138,4,1,1,2025
1384,Derivat,asset,138,4,1,1,2025
1385,Kapitalförsäkring,asset,138,4,1,1,2025
1387,Långfristiga kontraktsfordringar,asset,138,4,1,1,2025
1388,Långfristiga kundfordringar,asset,138,4,1,1,2025
1389,Ackumulerade nedskrivningar av andra långfristiga fordringar,asset,138,4,1,1,2025
14,"Lager, produkter i arbete och pågående arbeten",asset,1,2,0,1,2025
141,Lager av råvaror,asset,14,3,0,1,2025
1410,Lager av råvaror,asset,141,4,1,1,2025
1419,Förändring av lager av råvaror,asset,141,4,1,1,2025
142,Lager av tillsatsmaterial och förnödenheter,asset,14,3,0,1,2025
1420,Lager av tillsatsmaterial och förnödenheter,asset,142,4,1,1,2025
1429,Förändring av lager av tillsatsmaterial och förnödenheter,asset,142,4,1,1,2025
144,Produkter i arbete,asset,14,3,0,1,2025
1440,Produkter i arbete,asset,144,4,1,1,2025
1449,Förändring av produkter i arbete,asset,144,4,1,1,2025
145,Lager av färdiga varor,asset,14,3,0,1,2025
1450,Lager av färdiga varor,asset,145,4,1,1,2025
1459,Förändring av lager av färdiga varor,asset,145,4,1,1,2025
146,Lager av handelsvaror,asset,14,3,0,1,2025
1460,Lager av handelsvaror,asset,146,4,1,1,2025
1465,Lager av varor VMB,asset,146,4,1,1,2025
1466,Nedskrivning av varor VMB,asset,146,4,1,1,2025
1467,Lager av varor VMB förenklad,asset,146,4,1,1,2025
1469,Förändring av lager av handelsvaror,asset,146,4,1,1,2025
147,Pågående arbeten,asset,14,3,0,1,2025
1470,Pågående arbeten,asset,147,4,1,1,2025
1471,"Pågående arbeten, nedlagda kostnader",asset,147,4,1,1,2025
1478,"Pågående arbeten, fakturering",asset,147,4,1,1,2025
1479,Förändring av pågående arbeten,asset,147,4,1,1,2025
148,Förskott för varor och tjänster,asset,14,3,0,1,2025
1480,Förskott för varor och tjänster,asset,148,4,1,1,2025
1481,Remburser,asset,148,4,1,1,2025
1489,Övriga förskott till leverantörer,asset,148,4,1,1,2025
149,Övriga lagertillgångar,asset,14,3,0,1,2025
1490,Övriga lagertillgångar,asset,149,4,1,1,2025
1491,Lager av värdepapper,asset,149,4,1,1,2025
1492,Lager av fastigheter,asset,149,4,1,1,2025
1493,Djur som klassificeras som omsättningstillgång,asset,149,4,1,1,2025
15,Kundfordringar,asset,1,2,0,1,2025
151,Kundfordringar,asset,15,3,0,1,2025
1510,Kundfordringar,asset,151,4,1,1,2025
1511,Kundfordringar,asset,151,4,1,1,2025
1512,Belånade kundfordringar (factoring),asset,151,4,1,1,2025
1513,Kundfordringar – delad faktura,asset,151,4,1,1,2025
1516,Tvistiga kundfordringar,asset,151,4,1,1,2025
1518,Ej reskontraförda kundfordringar,asset,151,4,1,1,2025
1519,Nedskrivning av kundfordringar,asset,151,4,1,1,2025
152,Växelfordringar,asset,15,3,0,1,2025
1520,Växelfordringar,asset,152,4,1,1,2025
1525,Osäkra växelfordringar,asset,152,4,1,1,2025
1529,Nedskrivning av växelfordringar,asset,152,4,1,1,2025
153,Kontraktsfordringar,asset,15,3,0,1,2025
1530,Kontraktsfordringar,asset,153,4,1,1,2025
1531,Kontraktsfordringar,asset,153,4,1,1,2025
1532,Belånade kontraktsfordringar,asset,153,4,1,1,2025
1536,Tvistiga kontraktsfordringar,asset,153,4,1,1,2025
1539,Nedskrivning av kontraktsfordringar,asset,153,4,1,1,2025
155,Konsignationsfordringar,asset,15,3,0,1,2025
1550,Konsignationsfordringar,asset,155,4,1,1,2025
156,Kundfordringar hos koncernföretag,asset,15,3,0,1,2025
1560,Kundfordringar hos koncernföretag,asset,156,4,1,1,2025
1561,Kundfordringar hos moderföretag,asset,156,4,1,1,2025
1562,Kundfordringar hos dotterföretag,asset,156,4,1,1,2025
1563,Kundfordringar hos andra koncernföretag,asset,156,4,1,1,2025
1568,Ej reskontraförda kundfordringar hos koncernföretag,asset,156,4,1,1,2025
1569,Nedskrivning av kundfordringar hos koncernföretag,asset,156,4,1,1,2025
157,"Kundfordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,15,3,0,1,2025
1570,"Kundfordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,157,4,1,1,2025
1571,Kundfordringar hos intresseföretag,asset,157,4,1,1,2025
1572,Kundfordringar hos gemensamt styrda företag,asset,157,4,1,1,2025
1573,Kundfordringar hos övriga företag som det finns ett ägarintresse i,asset,157,4,1,1,2025
158,Fordringar för kontokort och kuponger,asset,15,3,0,1,2025
1580,Fordringar för kontokort och kuponger,asset,158,4,1,1,2025
16,Övriga kortfristiga fordringar,asset,1,2,0,1,2025
161,Kortfristiga fordringar hos anställda,asset,16,3,0,1,2025
1610,Kortfristiga fordringar hos anställda,asset,161,4,1,1,2025
1611,Reseförskott,asset,161,4,1,1,2025
1612,Kassaförskott,asset,161,4,1,1,2025
1613,Övriga förskott,asset,161,4,1,1,2025
1614,Tillfälliga lån till anställda,asset,161,4,1,1,2025
1619,Övriga fordringar hos anställda,asset,161,4,1,1,2025
162,Upparbetad men ej fakturerad intäkt,asset,16,3,0,1,2025
1620,Upparbetad men ej fakturerad intäkt,asset,162,4,1,1,2025
163,Avräkning för skatter och avgifter (skattekonto),asset,16,3,0,1,2025
1630,Avräkning för skatter och avgifter (skattekonto),asset,163,4,1,1,2025
164,Skattefordringar,asset,16,3,0,1,2025
1640,Skattefordringar,asset,164,4,1,1,2025
165,Momsfordran,asset,16,3,0,1,2025
1650,Momsfordran,asset,165,4,1,1,2025
166,Kortfristiga fordringar hos koncernföretag,asset,16,3,0,1,2025
1660,Kortfristiga fordringar hos koncernföretag,asset,166,4,1,1,2025
1661,Kortfristiga fordringar hos moderföretag,asset,166,4,1,1,2025
1662,Kortfristiga fordringar hos dotterföretag,asset,166,4,1,1,2025
1663,Kortfristiga fordringar hos andra koncernföretag,asset,166,4,1,1,2025
167,"Kortfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,16,3,0,1,2025
1670,"Kortfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset,167,4,1,1,2025
1671,Kortfristiga fordringar hos intresseföretag,asset,167,4,1,1,2025
1672,Kortfristiga fordringar hos gemensamt styrda företag,asset,167,4,1,1,2025
1673,Kortfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset,167,4,1,1,2025
168,Andra kortfristiga fordringar,asset,16,3,0,1,2025
1680,Andra kortfristiga fordringar,asset,168,4,1,1,2025
1681,Utlägg för kunder,asset,168,4,1,1,2025
1682,Kortfristiga lånefordringar,asset,168,4,1,1,2025
1683,Derivat,asset,168,4,1,1,2025
1684,Kortfristiga fordringar hos leverantörer,asset,168,4,1,1,2025
1685,Kortfristiga fordringar hos delägare eller närstående,asset,168,4,1,1,2025
1687,Kortfristig del av långfristiga fordringar,asset,168,4,1,1,2025
1688,Fordran arbetsmarknadsförsäkringar,asset,168,4,1,1,2025
1689,Övriga kortfristiga fordringar,asset,168,4,1,1,2025
169,Fordringar för tecknat men ej inbetalt aktiekapital,asset,16,3,0,1,2025
1690,Fordringar för tecknat men ej inbetalt aktiekapital,asset,169,4,1,1,2025
17,Förutbetalda kostnader och upplupna intäkter,asset,1,2,0,1,2025
171,Förutbetalda hyreskostnader,asset,17,3,0,1,2025
1710,Förutbetalda hyreskostnader,asset,171,4,1,1,2025
172,Förutbetalda leasingavgifter,asset,17,3,0,1,2025
1720,Förutbetalda leasingavgifter,asset,172,4,1,1,2025
173,Förutbetalda försäkringspremier,asset,17,3,0,1,2025
1730,Förutbetalda försäkringspremier,asset,173,4,1,1,2025
174,Förutbetalda räntekostnader,asset,17,3,0,1,2025
1740,Förutbetalda räntekostnader,asset,174,4,1,1,2025
175,Upplupna hyresintäkter,asset,17,3,0,1,2025
1750,Upplupna hyresintäkter,asset,175,4,1,1,2025
176,Upplupna ränteintäkter,asset,17,3,0,1,2025
1760,Upplupna ränteintäkter,asset,176,4,1,1,2025
177,Tillgångar av kostnadsnatur,asset,17,3,0,1,2025
1770,Tillgångar av kostnadsnatur,asset,177,4,1,1,2025
178,Upplupna avtalsintäkter,asset,17,3,0,1,2025
1780,Upplupna avtalsintäkter,asset,178,4,1,1,2025
179,Övriga förutbetalda kostnader och upplupna intäkter,asset,17,3,0,1,2025
1790,Övriga förutbetalda kostnader och upplupna intäkter,asset,179,4,1,1,2025
18,Kortfristiga placeringar,asset,1,2,0,1,2025
181,Andelar i börsnoterade företag,asset,18,3,0,1,2025
1810,Andelar i börsnoterade företag,asset,181,4,1,1,2025
182,Obligationer,asset,18,3,0,1,2025
1820,Obligationer,asset,182,4,1,1,2025
183,Konvertibla skuldebrev,asset,18,3,0,1,2025
1830,Konvertibla skuldebrev,asset,183,4,1,1,2025
186,"Andelar i koncernföretag, kortfristigt",asset,18,3,0,1,2025
1860,"Andelar i koncernföretag, kortfristigt",asset,186,4,1,1,2025
188,Andra kortfristiga placeringar,asset,18,3,0,1,2025
1880,Andra kortfristiga placeringar,asset,188,4,1,1,2025
1886,Derivat,asset,188,4,1,1,2025
1889,Andelar i övriga företag,asset,188,4,1,1,2025
189,Nedskrivning av kortfristiga placeringar,asset,18,3,0,1,2025
1890,Nedskrivning av kortfristiga placeringar,asset,189,4,1,1,2025
19,Kassa och bank,asset,1,2,0,1,2025
191,Kassa,asset,19,3,0,1,2025
1910,Kassa,asset,191,4,1,1,2025
1911,Huvudkassa,asset,191,4,1,1,2025
1912,Kassa 2,asset,191,4,1,1,2025
1913,Kassa 3,asset,191,4,1,1,2025
192,PlusGiro,asset,19,3,0,1,2025
1920,PlusGiro,asset,192,4,1,1,2025
193,Företagskonto/checkkonto/affärskonto,asset,19,3,0,1,2025
1930,Företagskonto/checkkonto/affärskonto,asset,193,4,1,1,2025
194,Övriga bankkonton,asset,19,3,0,1,2025
1940,Övriga bankkonton,asset,194,4,1,1,2025
195,Bankcertifikat,asset,19,3,0,1,2025
1950,Bankcertifikat,asset,195,4,1,1,2025
196,Koncernkonto moderföretag,asset,19,3,0,1,2025
1960,Koncernkonto moderföretag,asset,196,4,1,1,2025
197,Särskilda bankkonton,asset,19,3,0,1,2025
1970,Särskilda bankkonton,asset,197,4,1,1,2025
1972,Upphovsmannakonto,asset,197,4,1,1,2025
1973,Skogskonto,asset,197,4,1,1,2025
1974,Spärrade bankmedel,asset,197,4,1,1,2025
1979,Övriga särskilda bankkonton,asset,197,4,1,1,2025
198,Valutakonton,asset,19,3,0,1,2025
1980,Valutakonton,asset,198,4,1,1,2025
199,Redovisningsmedel,asset,19,3,0,1,2025
1990,Redovisningsmedel,asset,199,4,1,1,2025
2,Eget kapital och skulder,liability,,1,0,1,2025
20,Eget kapital,liability,2,2,0,1,2025
201,"Eget kapital, delägare 1",liability,20,3,0,1,2025
2010,Eget kapital,liability,201,4,1,1,2025
2011,Egna varuuttag,liability,201,4,1,1,2025
2013,Övriga egna uttag,liability,201,4,1,1,2025
2017,Årets kapitaltillskott,liability,201,4,1,1,2025
2018,Övriga egna insättningar,liability,201,4,1,1,2025
2019,"Årets resultat, delägare 1",liability,201,4,1,1,2025
202,"Eget kapital, delägare 2",liability,20,3,0,1,2025
2020,Eget kapital,liability,202,4,1,1,2025
2021,Egna varuuttag,liability,202,4,1,1,2025
2023,Övriga egna uttag,liability,202,4,1,1,2025
2027,Årets kapitaltillskott,liability,202,4,1,1,2025
2028,Övriga egna insättningar,liability,202,4,1,1,2025
2029,"Årets resultat, delägare 2",liability,202,4,1,1,2025
203,"Eget kapital, delägare 3",liability,20,3,0,1,2025
2030,Eget kapital,liability,203,4,1,1,2025
2031,Egna varuuttag,liability,203,4,1,1,2025
2033,Övriga egna uttag,liability,203,4,1,1,2025
2037,Årets kapitaltillskott,liability,203,4,1,1,2025
2038,Övriga egna insättningar,liability,203,4,1,1,2025
2039,"Årets resultat, delägare 3",liability,203,4,1,1,2025
204,"Eget kapital, delägare 4",liability,20,3,0,1,2025
2040,Eget kapital,liability,204,4,1,1,2025
2041,Egna varuuttag,liability,204,4,1,1,2025
2043,Övriga egna uttag,liability,204,4,1,1,2025
2047,Årets kapitaltillskott,liability,204,4,1,1,2025
2048,Övriga egna insättningar,liability,204,4,1,1,2025
2049,"Årets resultat, delägare 4",liability,204,4,1,1,2025
205,Avsättning till expansionsfond,liability,20,3,0,1,2025
2050,Avsättning till expansionsfond,liability,205,4,1,1,2025
206,"Eget kapital i ideella föreningar, stiftelser och registrerade trossamfund",liability,20,3,0,1,2025
2060,"Eget kapital i ideella föreningar, stiftelser och registrerade trossamfund",liability,206,4,1,1,2025
2061,Kapital/stiftelsekapital/grundkapital,liability,206,4,1,1,2025
2064,Ackumulerat realisationsresultat,liability,206,4,1,1,2025
2065,Fond för verkligt värde,liability,206,4,1,1,2025
2066,Värdesäkringsfond,liability,206,4,1,1,2025
2067,Balanserat överskott eller underskott,liability,206,4,1,1,2025
2068,Överskott eller underskott från föregående år,liability,206,4,1,1,2025
2069,Årets resultat,liability,206,4,1,1,2025
207,Ändamålsbestämda medel,liability,20,3,0,1,2025
2070,Ändamålsbestämda medel,liability,207,4,1,1,2025
2071,Ändamål 1,liability,207,4,1,1,2025
2072,Ändamål 2,liability,207,4,1,1,2025
208,Bundet eget kapital,liability,20,3,0,1,2025
2080,Bundet eget kapital,liability,208,4,1,1,2025
2081,Aktiekapital,liability,208,4,1,1,2025
2082,Ej registrerat aktiekapital,liability,208,4,1,1,2025
2083,Medlemsinsatser,liability,208,4,1,1,2025
2084,Förlagsinsatser,liability,208,4,1,1,2025
2085,Uppskrivningsfond,liability,208,4,1,1,2025
2086,Reservfond,liability,208,4,1,1,2025
2087,Bunden överkursfond,liability,208,4,1,1,2025
2088,Fond för yttre underhåll,liability,208,4,1,1,2025
2089,Fond för utvecklingsutgifter,liability,208,4,1,1,2025
209,Fritt eget kapital,liability,20,3,0,1,2025
2090,Fritt eget kapital,liability,209,4,1,1,2025
2091,Balanserad vinst eller förlust,liability,209,4,1,1,2025
2092,Mottagna/lämnade koncernbidrag,liability,209,4,1,1,2025
2093,Erhållna aktieägartillskott,liability,209,4,1,1,2025
2094,Egna aktier,liability,209,4,1,1,2025
2095,Fusionsresultat,liability,209,4,1,1,2025
2096,Fond för verkligt värde,liability,209,4,1,1,2025
2097,Fri överkursfond,liability,209,4,1,1,2025
2098,Vinst eller förlust från föregående år,liability,209,4,1,1,2025
2099,Årets resultat,liability,209,4,1,1,2025
21,Obeskattade reserver,liability,2,2,0,1,2025
211,Periodiseringsfonder,liability,21,3,0,1,2025
2110,Periodiseringsfonder,liability,211,4,1,1,2025
212,Periodiseringsfond 2020,liability,21,3,0,1,2025
2120,Periodiseringsfond 2020,liability,212,4,1,1,2025
2121,Periodiseringsfond 2021,liability,212,4,1,1,2025
2122,Periodiseringsfond 2022,liability,212,4,1,1,2025
2123,Periodiseringsfond 2023,liability,212,4,1,1,2025
2124,Periodiseringsfond 2024,liability,212,4,1,1,2025
2125,Periodiseringsfond 2025,liability,212,4,1,1,2025
2126,Periodiseringsfond 2026,liability,212,4,1,1,2025
2128,Periodiseringsfond 2018,liability,212,4,1,1,2025
2129,Periodiseringsfond 2019,liability,212,4,1,1,2025
213,Periodiseringsfond 2020 – nr 2,liability,21,3,0,1,2025
2130,Periodiseringsfond 2020 – nr 2,liability,213,4,1,1,2025
2131,Periodiseringsfond 2021 – nr 2,liability,213,4,1,1,2025
2132,Periodiseringsfond 2022 – nr 2,liability,213,4,1,1,2025
2133,Periodiseringsfond 2023 – nr 2,liability,213,4,1,1,2025
2134,Periodiseringsfond 2024 – nr 2,liability,213,4,1,1,2025
2135,Periodiseringsfond 2025 - nr 2,liability,213,4,1,1,2025
2136,Periodiseringsfond 2026 - nr 2,liability,213,4,1,1,2025
2138,Periodiseringsfond 2018 – nr 2,liability,213,4,1,1,2025
2139,Periodiseringsfond 2019 – nr 2,liability,213,4,1,1,2025
215,Ackumulerade överavskrivningar,liability,21,3,0,1,2025
2150,Ackumulerade överavskrivningar,liability,215,4,1,1,2025
2151,Ackumulerade överavskrivningar på immateriella anläggningstillgångar,liability,215,4,1,1,2025
2152,Ackumulerade överavskrivningar på byggnader och markanläggningar,liability,215,4,1,1,2025
2153,Ackumulerade överavskrivningar på maskiner och inventarier,liability,215,4,1,1,2025
216,Ersättningsfond,liability,21,3,0,1,2025
